area_sqft,bedrooms,bathrooms,balconies,location,age_years,parking,furnishing,floor,total_floors,distance_city_km,price_lakhs
2712,3,4,2.0,Pune,2,1.0,Unfurnished,9,28,14.6,11.82
3570,2,3,0.0,Powai,4,1.0,Furnished,11,11,25.0,14.88
2065,2,3,1.0,Dadar,18,2.0,Semi-Furnished,2,29,,22.32
2858,2,2,3.0,Nashik,7,2.0,Semi-Furnished,2,2,,10.0
1911,4,5,1.0,Navi Mumbai,13,1.0,Unfurnished,18,30,32.1,15.5
3540,3,4,1.0,Borivali,4,0.0,Unfurnished,5,5,5.4,13.55
830,4,5,1.0,Thane,7,1.0,Unfurnished,20,20,1.1,18.13
1315,3,3,1.0,Nashik,0,0.0,Semi-Furnished,19,21,36.5,10.0
748,3,3,2.0,Thane,25,1.0,Semi-Furnished,7,20,11.0,11.4
2928,3,4,3.0,Dadar,14,1.0,Unfurnished,21,30,23.5,18.26
1238,4,4,1.0,Pune,5,2.0,Unfurnished,3,18,33.6,14.04
1542,3,3,1.0,Navi Mumbai,16,1.0,Unfurnished,2,5,30.0,12.32
3412,2,2,1.0,Dadar,28,0.0,Semi-Furnished,5,19,2.3,10.0
1697,3,3,1.0,Navi Mumbai,25,2.0,Unfurnished,2,10,22.7,14.61
925,3,2,1.0,Powai,27,1.0,Unfurnished,11,19,21.9,14.47
475,2,3,,Pune,12,2.0,Unfurnished,1,13,14.3,11.8
1216,2,3,2.0,Borivali,11,2.0,Semi-Furnished,2,3,30.3,15.03
3693,2,3,1.0,Thane,9,1.0,Furnished,8,20,38.6,10.0
2375,4,4,1.0,Pune,9,1.0,Semi-Furnished,1,4,6.3,14.75
3982,2,2,0.0,Pune,28,1.0,Unfurnished,6,11,6.2,10.0
1174,4,4,2.0,Andheri,4,1.0,Furnished,15,19,29.5,20.11
1665,2,2,0.0,Bandra,26,2.0,Furnished,17,27,18.4,22.84
987,3,2,1.0,Borivali,28,1.0,Semi-Furnished,1,11,31.9,10.87
1834,2,2,2.0,Borivali,26,1.0,Unfurnished,6,10,6.1,10.61
2428,4,5,1.0,Borivali,19,0.0,Semi-Furnished,6,10,2.1,15.02
3310,3,3,3.0,Bandra,26,1.0,Furnished,12,18,28.1,19.48
1725,2,2,1.0,Thane,0,1.0,Furnished,3,7,39.8,10.0
3178,2,2,2.0,Andheri,25,2.0,Semi-Furnished,1,17,4.2,17.79
2654,2,1,3.0,Worli,15,1.0,Semi-Furnished,3,25,34.6,14.29
1450,2,2,1.0,Powai,29,1.0,Furnished,1,4,15.7,12.22
3684,3,3,2.0,Andheri,2,0.0,Unfurnished,19,29,,14.97
1963,4,4,1.0,Borivali,28,0.0,Unfurnished,13,17,20.6,11.72
943,3,3,2.0,Andheri,17,1.0,Furnished,14,20,11.5,16.14
3866,3,4,3.0,Thane,3,2.0,Unfurnished,6,19,27.9,15.96
3689,2,2,2.0,Andheri,15,1.0,Semi-Furnished,13,29,11.9,11.93
578,4,3,3.0,Thane,1,1.0,Unfurnished,1,21,19.5,14.14
3649,4,3,1.0,Borivali,2,1.0,Unfurnished,22,27,8.4,18.76
3811,2,2,1.0,Powai,16,0.0,Unfurnished,3,10,33.2,10.0
3385,5,5,1.0,Andheri,25,0.0,Semi-Furnished,4,8,37.1,14.49
1318,2,3,2.0,Navi Mumbai,3,2.0,Semi-Furnished,9,20,16.4,15.83
2673,4,5,2.0,Dadar,8,0.0,Semi-Furnished,2,6,,20.61
2338,5,5,2.0,Nashik,12,1.0,Unfurnished,1,5,39.3,10.0
2633,3,3,1.0,Borivali,16,1.0,Furnished,8,8,6.1,16.66
2619,2,2,1.0,Thane,0,0.0,Semi-Furnished,1,9,32.4,10.0
2701,3,3,2.0,Borivali,19,0.0,Furnished,4,4,22.9,10.0
2250,2,2,3.0,Thane,15,0.0,Semi-Furnished,2,23,35.3,10.0
2886,3,4,0.0,Nashik,29,1.0,Unfurnished,1,18,12.1,10.0
2296,2,2,0.0,Pune,9,2.0,Furnished,7,7,12.2,12.95
459,3,3,1.0,Borivali,15,1.0,Furnished,10,10,13.4,15.76
527,4,4,0.0,Bandra,2,1.0,Unfurnished,25,28,1.2,34.46
3850,2,2,3.0,Pune,28,1.0,Semi-Furnished,22,28,7.2,10.0
3674,2,3,1.0,Powai,25,2.0,Semi-Furnished,2,5,39.8,15.31
2508,3,2,1.0,Borivali,11,0.0,Unfurnished,2,19,10.3,10.03
1028,2,1,1.0,Pune,14,2.0,Semi-Furnished,7,11,1.3,12.43
3214,2,2,1.0,Powai,26,1.0,Unfurnished,6,12,11.5,13.63
915,1,2,3.0,Powai,9,2.0,Unfurnished,14,19,16.6,15.92
1758,2,2,1.0,Thane,7,1.0,Furnished,1,30,22.1,10.0
1587,3,3,0.0,Navi Mumbai,7,0.0,Semi-Furnished,1,18,3.2,10.8
444,3,3,1.0,Pune,21,1.0,Furnished,17,29,31.7,10.0
3306,2,1,3.0,Borivali,6,0.0,Semi-Furnished,22,25,33.1,10.0
2235,3,4,3.0,Thane,2,1.0,Furnished,23,24,8.9,16.54
1538,2,2,1.0,Andheri,5,1.0,Semi-Furnished,14,24,32.0,10.12
2226,2,1,2.0,Powai,30,1.0,Semi-Furnished,9,24,14.8,11.16
400,3,3,0.0,Powai,27,0.0,Unfurnished,4,9,17.2,10.84
1973,2,1,1.0,Powai,29,1.0,Semi-Furnished,15,30,37.5,10.0
2271,3,2,0.0,Nashik,8,1.0,Semi-Furnished,17,28,35.7,10.0
1623,4,5,2.0,Dadar,13,2.0,Semi-Furnished,4,19,15.3,26.38
3390,3,3,3.0,Dadar,15,1.0,Semi-Furnished,8,22,19.8,17.49
1299,3,3,0.0,Dadar,16,1.0,Unfurnished,15,27,11.8,18.46
896,1,1,,Pune,0,2.0,Furnished,5,6,20.9,10.0
2299,2,2,0.0,Pune,18,1.0,Furnished,3,3,27.4,10.0
3595,2,1,1.0,Andheri,1,1.0,Semi-Furnished,23,30,4.2,13.36
1751,3,3,0.0,Borivali,8,0.0,Semi-Furnished,4,18,36.8,10.0
567,4,4,1.0,Thane,9,1.0,Semi-Furnished,9,22,28.9,14.31
3892,2,2,3.0,Thane,20,1.0,Furnished,9,16,4.3,10.0
1999,2,3,0.0,Navi Mumbai,27,0.0,Semi-Furnished,17,17,34.8,10.0
1022,2,2,2.0,Pune,21,1.0,Semi-Furnished,1,3,29.9,10.0
2616,3,2,0.0,Andheri,13,0.0,Unfurnished,10,10,12.9,10.0
1551,3,3,1.0,Worli,16,1.0,Unfurnished,3,4,21.1,22.56
3776,3,3,1.0,Powai,15,0.0,Furnished,9,14,34.5,10.39
1458,4,4,3.0,Andheri,4,1.0,Semi-Furnished,2,2,38.7,17.09
2381,2,2,0.0,Bandra,29,2.0,Unfurnished,20,25,11.6,22.16
2356,3,3,0.0,Thane,28,0.0,Unfurnished,7,10,26.2,10.0
1273,3,4,2.0,Worli,7,1.0,Semi-Furnished,16,23,34.5,22.89
2197,2,3,2.0,Worli,3,1.0,Semi-Furnished,1,3,39.5,16.94
792,4,4,2.0,Andheri,5,2.0,Semi-Furnished,1,2,3.3,28.59
2718,1,2,0.0,Worli,19,0.0,Semi-Furnished,8,14,20.4,10.0
3130,3,4,1.0,Andheri,0,1.0,Furnished,21,24,35.0,16.02
3820,3,3,2.0,Pune,3,1.0,Unfurnished,16,25,0.6,13.27
1573,4,4,2.0,Nashik,20,1.0,Furnished,17,17,17.8,10.0
1427,3,3,2.0,Andheri,4,1.0,Unfurnished,13,19,23.6,15.84
2376,2,1,1.0,Andheri,2,1.0,Semi-Furnished,8,21,21.3,11.13
2894,4,4,1.0,Pune,0,1.0,Unfurnished,12,21,29.4,13.09
3973,3,3,3.0,Borivali,21,0.0,Unfurnished,14,23,3.1,11.11
490,3,4,2.0,Powai,11,1.0,Unfurnished,2,2,31.5,17.09
1258,3,3,0.0,Nashik,8,1.0,Unfurnished,3,14,11.7,10.0
1344,2,2,3.0,Bandra,19,1.0,Furnished,6,26,33.1,14.82
1319,3,3,1.0,Andheri,5,0.0,Semi-Furnished,3,14,17.1,11.79
2069,4,4,,Worli,16,1.0,Furnished,0,6,2.2,35.31
3543,2,3,1.0,Thane,14,1.0,Semi-Furnished,14,21,38.6,10.0
511,3,2,2.0,Powai,20,1.0,Semi-Furnished,10,10,31.3,15.06
3337,5,4,1.0,Borivali,19,2.0,Unfurnished,10,16,14.2,25.06
2624,3,3,1.0,Andheri,20,1.0,Semi-Furnished,1,16,11.2,15.54
2615,4,4,2.0,Worli,6,1.0,Semi-Furnished,8,22,23.8,28.86
2842,2,2,0.0,Andheri,4,0.0,Furnished,26,28,39.5,10.0
815,5,4,3.0,Pune,16,,Furnished,1,22,12.0,18.43
3088,2,2,1.0,Navi Mumbai,1,1.0,Unfurnished,18,30,38.0,10.0
1293,3,3,1.0,Navi Mumbai,14,1.0,Semi-Furnished,1,2,13.6,13.51
2260,3,2,2.0,Borivali,19,0.0,Semi-Furnished,22,24,28.3,10.0
2837,3,3,2.0,Borivali,25,0.0,Semi-Furnished,7,14,15.6,10.0
2574,4,4,1.0,Nashik,20,1.0,Unfurnished,13,23,3.9,10.04
1563,3,3,2.0,Nashik,30,0.0,Semi-Furnished,3,4,37.5,10.0
1826,3,3,3.0,Navi Mumbai,17,0.0,Furnished,14,17,7.0,11.07
2115,2,2,2.0,Bandra,13,0.0,Unfurnished,1,2,37.8,10.0
548,3,3,2.0,Dadar,7,2.0,Semi-Furnished,15,21,4.6,28.65
3014,3,3,1.0,Nashik,20,1.0,Unfurnished,7,8,11.0,10.0
759,1,1,1.0,Thane,25,2.0,Furnished,3,6,36.9,10.0
2051,3,4,1.0,Pune,9,,Unfurnished,3,4,26.5,13.78
2758,4,4,0.0,Pune,2,2.0,Unfurnished,3,9,8.0,20.12
689,3,3,2.0,Bandra,0,1.0,Unfurnished,10,29,23.9,21.89
3984,3,3,1.0,Borivali,19,0.0,Furnished,0,30,7.6,10.84
1758,2,2,1.0,Thane,20,1.0,Semi-Furnished,3,4,35.0,10.0
456,3,3,1.0,Worli,3,0.0,Unfurnished,7,30,2.5,19.16
2771,1,1,1.0,Worli,0,1.0,Unfurnished,16,19,21.4,12.56
2407,2,2,1.0,Worli,20,0.0,Furnished,11,11,3.0,13.17
2705,3,3,2.0,Pune,12,0.0,Semi-Furnished,26,29,28.0,10.0
3104,2,2,1.0,Thane,12,1.0,Unfurnished,2,8,37.5,10.0
2112,1,1,,Dadar,8,0.0,Furnished,5,7,33.3,10.0
3377,3,3,1.0,Worli,22,0.0,Unfurnished,6,8,15.2,17.24
1732,2,3,2.0,Navi Mumbai,23,0.0,Semi-Furnished,3,6,9.9,10.0
2363,2,2,,Powai,1,1.0,Unfurnished,8,16,5.3,15.79
970,2,3,1.0,Andheri,2,0.0,Semi-Furnished,3,6,35.0,10.0
2632,3,3,1.0,Powai,17,0.0,Furnished,2,8,3.7,12.87
1342,2,2,1.0,Bandra,18,0.0,Semi-Furnished,7,12,25.3,10.0
2908,3,3,2.0,Andheri,4,1.0,Semi-Furnished,20,20,15.0,17.41
3284,3,3,2.0,Navi Mumbai,4,0.0,Furnished,5,26,39.8,10.0
3493,1,1,3.0,Bandra,21,0.0,Furnished,0,4,20.6,10.0
3745,4,4,2.0,Bandra,14,2.0,Semi-Furnished,1,20,22.2,33.47
840,1,1,1.0,Bandra,3,2.0,Semi-Furnished,3,5,36.8,16.41
896,3,2,1.0,Pune,18,0.0,Furnished,8,30,38.8,10.0
3735,2,3,1.0,Worli,2,0.0,Unfurnished,5,10,23.6,14.57
1771,3,3,1.0,Bandra,7,0.0,Unfurnished,25,26,31.9,14.13
493,2,2,1.0,Borivali,22,1.0,Unfurnished,1,24,25.6,10.03
1433,4,4,1.0,Worli,6,0.0,Furnished,2,11,17.4,25.76
3411,2,2,1.0,Andheri,1,2.0,Unfurnished,2,11,2.8,19.64
1678,3,4,1.0,Andheri,29,1.0,Unfurnished,5,11,28.9,12.04
676,2,2,2.0,Powai,6,1.0,Semi-Furnished,11,15,28.2,12.44
3000,1,1,2.0,Worli,15,0.0,Unfurnished,2,14,5.1,10.0
1100,2,2,3.0,Navi Mumbai,25,2.0,Unfurnished,2,21,9.6,14.42
1670,3,3,1.0,Worli,30,1.0,Semi-Furnished,1,15,29.4,18.82
414,3,3,,Bandra,25,1.0,Unfurnished,20,24,6.4,21.97
2567,5,5,3.0,Pune,10,0.0,Furnished,0,15,27.8,12.29
2003,3,3,2.0,Dadar,26,1.0,Unfurnished,6,10,28.9,14.93
3522,5,5,1.0,Thane,0,1.0,Furnished,6,11,14.5,19.76
1604,2,2,1.0,Dadar,10,2.0,Semi-Furnished,2,23,10.7,20.24
1136,3,3,0.0,Navi Mumbai,6,1.0,Unfurnished,3,6,15.2,15.4
997,3,4,2.0,Dadar,16,1.0,Unfurnished,3,10,14.7,20.39
1120,3,3,2.0,Pune,27,1.0,Semi-Furnished,6,11,24.5,10.0
2024,5,5,1.0,Thane,23,1.0,Semi-Furnished,2,20,29.9,14.84
713,3,3,1.0,Andheri,30,2.0,Unfurnished,4,5,34.5,17.16
1848,4,4,1.0,Andheri,4,1.0,Furnished,12,15,1.7,21.55
3477,3,2,1.0,Dadar,23,0.0,Semi-Furnished,0,21,29.2,10.9
3164,2,2,2.0,Andheri,22,0.0,Furnished,15,28,12.9,10.0
2694,3,4,1.0,Bandra,14,1.0,Unfurnished,9,14,33.6,21.22
3616,3,3,0.0,Andheri,3,2.0,Unfurnished,0,30,,23.88
3209,4,4,1.0,Andheri,3,0.0,Semi-Furnished,14,19,22.3,16.01
2749,4,4,3.0,Worli,28,1.0,Unfurnished,13,24,22.2,25.85
3507,2,2,1.0,Pune,9,2.0,Unfurnished,3,9,13.4,11.3
848,2,2,1.0,Nashik,19,1.0,Unfurnished,14,28,38.8,10.0
3346,1,1,2.0,Andheri,29,0.0,Unfurnished,6,9,4.7,10.0
1463,3,3,2.0,Borivali,15,1.0,Furnished,3,5,5.9,15.65
3039,1,2,2.0,Pune,6,1.0,Unfurnished,3,4,25.9,10.0
3688,3,3,2.0,Pune,15,0.0,Furnished,0,20,20.8,10.0
2186,3,3,0.0,Powai,7,1.0,Unfurnished,16,20,10.9,17.53
719,4,4,3.0,Nashik,5,1.0,Semi-Furnished,0,7,12.5,10.42
1733,2,1,3.0,Powai,25,1.0,Semi-Furnished,18,27,6.7,11.3
1865,3,3,1.0,Andheri,10,1.0,Semi-Furnished,3,10,34.8,13.31
3773,2,2,2.0,Andheri,21,0.0,Furnished,1,19,23.0,10.0
3793,4,4,1.0,Borivali,22,0.0,Furnished,12,17,10.2,13.86
2447,2,2,1.0,Thane,17,0.0,Unfurnished,11,19,16.0,10.0
3823,2,3,1.0,Dadar,16,0.0,Semi-Furnished,15,23,36.3,10.0
1971,2,2,0.0,Navi Mumbai,5,1.0,Furnished,10,28,35.5,10.0
1880,4,4,3.0,Navi Mumbai,16,0.0,Unfurnished,6,22,3.2,14.59
3412,2,2,1.0,Worli,23,1.0,Semi-Furnished,18,28,26.3,17.59
2803,3,3,1.0,Dadar,6,0.0,Unfurnished,6,27,6.5,14.51
2281,3,3,1.0,Bandra,7,0.0,Semi-Furnished,10,12,8.8,19.21
2044,3,3,1.0,Bandra,21,0.0,Semi-Furnished,12,18,34.6,13.59
2940,2,2,1.0,Borivali,30,1.0,Semi-Furnished,7,7,35.9,10.0
3113,1,1,1.0,Pune,12,1.0,Furnished,0,28,3.8,10.0
2166,2,1,2.0,Thane,25,1.0,Semi-Furnished,18,30,35.0,10.0
513,2,3,3.0,Pune,5,0.0,Furnished,15,27,29.3,10.0
766,3,2,1.0,Dadar,17,1.0,Semi-Furnished,20,23,31.1,16.3
919,2,2,3.0,Worli,29,1.0,Semi-Furnished,11,26,31.8,14.77
2063,2,2,2.0,Navi Mumbai,13,1.0,Semi-Furnished,24,25,20.5,10.0
2611,2,2,2.0,Pune,15,0.0,Semi-Furnished,2,8,37.9,10.0
3294,3,3,1.0,Thane,4,0.0,Furnished,8,9,8.4,10.0
1237,2,2,0.0,Navi Mumbai,16,0.0,Unfurnished,9,17,20.4,10.0
3232,3,3,2.0,Thane,18,2.0,Furnished,14,14,13.1,15.37
2798,1,1,1.0,Navi Mumbai,30,1.0,Semi-Furnished,5,23,33.0,10.0
586,5,5,1.0,Borivali,6,1.0,Semi-Furnished,6,23,3.8,24.45
1664,3,3,2.0,Bandra,11,1.0,Semi-Furnished,17,30,17.6,24.15
1489,2,2,1.0,Bandra,20,1.0,Semi-Furnished,13,24,31.1,15.94
3592,1,1,2.0,Andheri,29,1.0,Semi-Furnished,0,2,12.8,10.0
3717,2,2,1.0,Powai,7,0.0,Semi-Furnished,7,11,10.0,10.0
3350,2,2,3.0,Borivali,21,1.0,Unfurnished,4,11,10.9,11.13
2301,2,2,1.0,Andheri,27,0.0,Semi-Furnished,3,20,28.7,10.0
2174,4,4,0.0,Powai,19,0.0,Semi-Furnished,6,11,11.8,14.55
1521,3,3,2.0,Pune,13,0.0,Semi-Furnished,21,30,16.4,10.0
3183,2,2,0.0,Pune,7,1.0,Semi-Furnished,0,10,22.1,10.0
710,3,3,3.0,Powai,8,1.0,Unfurnished,13,14,37.7,13.7
1376,2,2,2.0,Bandra,1,1.0,Semi-Furnished,15,25,31.9,14.84
886,5,5,1.0,Andheri,4,0.0,Semi-Furnished,3,12,7.8,20.85
2179,1,1,1.0,Navi Mumbai,13,2.0,Semi-Furnished,3,3,35.4,10.0
1479,3,4,3.0,Andheri,4,0.0,Semi-Furnished,10,11,33.9,12.59
1111,3,3,2.0,Borivali,0,1.0,Semi-Furnished,12,12,29.9,14.37
1755,1,1,2.0,Andheri,21,1.0,Semi-Furnished,15,19,20.9,10.0
3500,2,1,0.0,Bandra,2,1.0,Unfurnished,4,22,3.3,17.85
2409,2,2,3.0,Andheri,4,1.0,Unfurnished,2,17,28.6,10.84
3363,4,4,1.0,Pune,18,1.0,Semi-Furnished,2,13,21.0,12.21
3690,3,4,2.0,Andheri,28,,Unfurnished,14,16,12.7,16.63
3648,3,3,1.0,Andheri,22,0.0,Unfurnished,2,6,0.9,12.54
1663,3,3,0.0,Powai,1,1.0,Unfurnished,2,7,9.6,19.17
3559,4,4,3.0,Thane,5,0.0,Unfurnished,17,19,24.4,11.65
3674,3,2,3.0,Thane,22,1.0,Furnished,5,27,4.9,11.94
3855,3,3,1.0,Bandra,22,1.0,Unfurnished,7,17,26.4,19.78
1663,3,3,3.0,Thane,12,1.0,Unfurnished,1,3,32.9,11.37
1222,2,1,0.0,Thane,29,1.0,Furnished,9,30,13.1,10.0
2503,4,5,0.0,Borivali,27,0.0,Furnished,7,11,3.7,13.99
3755,1,2,0.0,Andheri,23,1.0,Unfurnished,17,23,6.0,10.37
3643,2,2,1.0,Powai,23,0.0,Furnished,7,28,14.6,10.0
2456,4,4,0.0,Powai,24,1.0,Unfurnished,1,30,32.6,16.52
937,2,3,1.0,Bandra,4,1.0,Furnished,3,5,25.6,19.18
1921,2,2,0.0,Andheri,21,1.0,Unfurnished,4,7,34.8,10.0
2971,2,2,2.0,Andheri,29,0.0,Semi-Furnished,13,20,39.8,10.0
2417,3,3,2.0,Borivali,6,0.0,Unfurnished,11,24,8.5,11.34
1644,4,5,2.0,Andheri,0,1.0,Semi-Furnished,20,26,27.9,21.67
1633,1,2,1.0,Powai,11,0.0,Unfurnished,11,17,18.9,10.0
615,1,1,2.0,Dadar,8,0.0,Semi-Furnished,5,6,20.0,10.0
1439,3,3,1.0,Worli,29,1.0,Semi-Furnished,16,22,13.4,22.43
2810,5,5,2.0,Navi Mumbai,13,1.0,Unfurnished,10,21,14.0,21.61
1268,2,2,1.0,Nashik,20,0.0,Furnished,5,15,27.2,10.0
3977,5,5,,Bandra,30,1.0,Semi-Furnished,12,20,25.0,26.27
696,4,4,0.0,Pune,24,2.0,Unfurnished,5,8,13.1,17.17
2520,2,1,2.0,Thane,23,1.0,Unfurnished,14,25,5.2,10.0
2188,4,4,3.0,Nashik,30,0.0,Unfurnished,2,3,23.3,10.0
3400,3,3,2.0,Navi Mumbai,21,0.0,Unfurnished,9,26,29.7,10.0
3596,3,4,3.0,Worli,7,0.0,Semi-Furnished,3,26,22.6,21.38
2357,2,1,3.0,Andheri,22,1.0,Semi-Furnished,9,21,0.6,11.37
2669,4,5,0.0,Nashik,9,1.0,Semi-Furnished,22,25,11.7,11.63
2916,3,2,2.0,Navi Mumbai,10,0.0,Semi-Furnished,20,28,31.3,10.0
2276,3,2,1.0,Navi Mumbai,19,0.0,Furnished,5,6,29.8,10.0
1065,5,5,1.0,Nashik,9,1.0,Unfurnished,13,17,0.9,12.89
1943,3,3,0.0,Pune,0,1.0,Semi-Furnished,19,20,19.1,13.02
1269,4,4,3.0,Pune,30,2.0,Furnished,6,29,17.8,12.79
2072,4,3,2.0,Navi Mumbai,17,0.0,Unfurnished,17,23,26.3,11.14
2615,2,1,1.0,Andheri,20,0.0,Semi-Furnished,1,19,5.4,10.0
1153,1,1,1.0,Thane,25,1.0,Furnished,4,18,25.0,10.0
1298,2,2,1.0,Andheri,19,0.0,Semi-Furnished,0,6,37.9,10.0
3363,4,4,2.0,Andheri,18,0.0,Furnished,5,11,15.2,14.53
1760,2,2,3.0,Powai,24,1.0,Unfurnished,2,14,13.8,12.41
1114,3,2,1.0,Navi Mumbai,9,1.0,Semi-Furnished,10,27,1.6,14.5
2968,1,1,1.0,Thane,25,0.0,Unfurnished,3,26,2.8,10.0
2980,2,2,1.0,Pune,22,1.0,Unfurnished,0,20,,10.0
3375,3,3,1.0,Pune,5,1.0,Furnished,2,5,39.0,10.0
3136,2,1,1.0,Borivali,4,0.0,Unfurnished,9,22,0.7,10.0
3972,4,5,0.0,Powai,27,2.0,Furnished,6,15,36.1,23.48
2470,2,2,0.0,Powai,27,0.0,Semi-Furnished,7,20,7.4,10.0
1432,4,4,1.0,Pune,30,2.0,Furnished,6,14,22.7,14.56
3507,2,3,3.0,Thane,3,2.0,Furnished,0,22,27.3,13.42
1353,5,5,1.0,Pune,27,1.0,Semi-Furnished,4,8,14.7,14.5
1448,3,4,1.0,Navi Mumbai,26,0.0,Furnished,5,6,21.4,10.0
3383,1,1,2.0,Pune,23,1.0,Furnished,1,8,25.3,10.0
3574,1,2,3.0,Borivali,15,1.0,Semi-Furnished,4,28,8.2,10.0
1621,1,2,1.0,Navi Mumbai,15,0.0,Semi-Furnished,3,4,39.8,10.0
3026,3,4,0.0,Thane,13,1.0,Unfurnished,5,10,8.6,14.07
3721,4,4,2.0,Thane,0,1.0,Unfurnished,3,11,0.9,19.23
3276,2,2,1.0,Pune,15,2.0,Unfurnished,21,26,37.8,10.0
417,2,3,2.0,Bandra,7,1.0,Semi-Furnished,4,12,17.5,18.53
2793,3,3,1.0,Andheri,6,2.0,Unfurnished,16,27,16.2,20.35
1011,3,3,0.0,Dadar,1,1.0,Semi-Furnished,17,30,11.4,22.53
3447,3,4,1.0,Pune,14,1.0,Semi-Furnished,3,20,1.5,12.18
641,3,3,2.0,Andheri,1,1.0,Semi-Furnished,9,11,11.0,16.97
3976,3,3,1.0,Navi Mumbai,26,2.0,Furnished,12,19,16.0,15.6
1038,5,5,1.0,Dadar,27,2.0,Furnished,4,21,21.1,26.92
1913,2,2,1.0,Thane,24,1.0,Furnished,4,5,18.6,10.0
1242,1,1,2.0,Worli,9,1.0,Semi-Furnished,16,26,35.2,11.96
3330,2,1,0.0,Powai,5,1.0,Unfurnished,12,14,36.5,10.76
1816,3,3,2.0,Borivali,15,0.0,Furnished,22,26,13.0,10.87
3081,2,3,2.0,Borivali,20,2.0,Unfurnished,6,19,38.4,12.78
642,4,4,1.0,Bandra,0,0.0,Unfurnished,25,26,34.7,19.56
2030,3,3,3.0,Nashik,26,0.0,Unfurnished,0,4,37.1,10.0
3680,3,3,2.0,Pune,13,1.0,Semi-Furnished,1,3,28.4,10.52
3737,3,4,1.0,Powai,25,1.0,Semi-Furnished,3,5,8.3,18.73
1151,2,3,0.0,Navi Mumbai,2,,Unfurnished,14,27,8.2,12.45
1820,4,4,1.0,Bandra,13,0.0,Furnished,6,30,36.4,17.68
1873,1,1,1.0,Bandra,14,0.0,Unfurnished,6,30,20.5,10.0
2436,3,3,1.0,Borivali,1,0.0,Unfurnished,9,11,35.7,10.03
2334,4,4,3.0,Navi Mumbai,21,1.0,Unfurnished,8,9,29.0,15.06
781,3,3,2.0,Bandra,28,0.0,Unfurnished,8,12,8.9,14.46
3146,4,4,1.0,Dadar,16,1.0,Furnished,13,25,15.7,21.27
1213,2,2,1.0,Powai,12,0.0,Unfurnished,7,9,38.7,10.0
1534,4,4,0.0,Navi Mumbai,19,1.0,Unfurnished,4,17,1.3,18.34
3427,3,3,1.0,Pune,11,,Unfurnished,20,20,28.7,10.47
2883,3,4,0.0,Bandra,11,1.0,Furnished,1,12,39.2,19.35
1827,1,1,3.0,Worli,23,2.0,Furnished,9,15,4.6,19.42
3685,2,2,2.0,Thane,18,0.0,Semi-Furnished,7,21,11.2,10.0
1819,3,3,1.0,Powai,8,1.0,Semi-Furnished,22,24,22.1,17.01
2436,1,2,2.0,Pune,12,1.0,Furnished,1,7,33.8,10.0
1285,3,3,1.0,Navi Mumbai,25,0.0,Unfurnished,10,16,20.5,10.0
1059,4,4,2.0,Thane,16,1.0,Unfurnished,1,6,2.9,16.85
2170,4,4,1.0,Andheri,2,2.0,Semi-Furnished,0,2,5.5,28.24
2427,2,2,0.0,Worli,26,1.0,Unfurnished,8,20,15.3,19.01
3301,4,5,2.0,Navi Mumbai,22,2.0,Semi-Furnished,12,15,13.2,22.04
1807,1,1,0.0,Navi Mumbai,8,1.0,Semi-Furnished,2,9,9.2,10.0
3623,3,3,1.0,Nashik,29,1.0,Unfurnished,2,3,33.7,10.0
2587,4,4,1.0,Nashik,29,0.0,Semi-Furnished,17,29,1.6,10.0
652,1,1,2.0,Powai,30,0.0,Semi-Furnished,25,25,33.3,10.0
3061,1,1,2.0,Andheri,11,0.0,Unfurnished,9,29,36.9,10.0
2469,1,1,0.0,Borivali,28,1.0,Furnished,1,5,25.4,10.0
1802,3,3,1.0,Powai,24,1.0,Semi-Furnished,2,2,25.2,14.63
2082,4,4,2.0,Pune,26,0.0,Unfurnished,2,8,6.4,10.14
1486,2,3,0.0,Andheri,16,1.0,Unfurnished,1,4,22.9,12.64
2612,2,3,1.0,Worli,8,0.0,Unfurnished,13,15,15.3,15.76
2441,3,4,2.0,Pune,7,1.0,Unfurnished,17,20,9.5,14.04
2010,2,2,1.0,Navi Mumbai,29,0.0,Unfurnished,0,7,23.5,10.0
1426,3,3,2.0,Nashik,15,1.0,Unfurnished,11,13,0.5,10.0
1835,4,4,1.0,Borivali,28,1.0,Furnished,11,17,11.4,18.98
2192,3,4,2.0,Pune,17,1.0,Furnished,3,11,26.4,10.86
2099,4,4,0.0,Thane,16,0.0,Furnished,8,15,18.5,11.49
1513,3,3,0.0,Pune,2,1.0,Semi-Furnished,4,19,6.3,12.36
2495,4,4,0.0,Andheri,12,2.0,Semi-Furnished,5,29,0.6,26.67
1215,2,2,3.0,Worli,17,0.0,Semi-Furnished,1,10,11.2,10.56
2204,1,2,2.0,Worli,3,,Furnished,0,4,22.2,13.85
837,3,3,2.0,Thane,5,0.0,Semi-Furnished,16,27,21.6,10.0
2100,1,1,0.0,Thane,18,0.0,Semi-Furnished,15,18,5.7,10.0
3223,4,4,1.0,Powai,7,1.0,Furnished,7,15,24.7,20.26
3345,3,3,2.0,Bandra,21,0.0,Semi-Furnished,0,22,40.0,13.73
2901,5,5,2.0,Navi Mumbai,14,1.0,Unfurnished,13,30,23.6,18.77
3085,2,3,0.0,Pune,12,2.0,Unfurnished,4,5,21.3,11.98
637,3,3,2.0,Dadar,3,0.0,Semi-Furnished,22,26,25.1,14.0
